Model,Level,Sparsity,Spectral Expansion,Performance,is_lotto
mnist_lenet_100,0,1.0,0.9999999999999769
mnist_lenet_100,1,0.7999874055415617,0.9315760384872919
mnist_lenet_100,2,0.6399748110831234,0.8962681528435215
mnist_lenet_100,3,0.5119647355163728,0.8675024835968381
mnist_lenet_100,4,0.40955919395465995,0.8355489380917648
mnist_lenet_100,5,0.327632241813602,0.8043587331473444
mnist_lenet_100,6,0.26209068010075565,0.7675169148406743
mnist_lenet_100,7,0.20965994962216625,0.7258755765708749
mnist_lenet_100,8,0.16770780856423173,0.6859399177228502
mnist_lenet_100,9,0.1341435768261965,0.6455959479264648
mnist_lenet_100,10,0.10729219143576826,0.5986482982028873
mnist_lenet_100,11,0.08581863979848867,0.5401635778181128
mnist_lenet_100,12,0.06863979848866499,0.47302145260088935
mnist_lenet_100,13,0.054899244332493706,0.4097590907521198
mnist_lenet_100,14,0.04390428211586902,0.38634914487389205
mnist_lenet_100,15,0.0351007556675063,0.38918838867882466
mnist_lenet_100,16,0.02806045340050378,0.3631200537021205
mnist_lenet_100,17,0.02243073047858942,0.34516023153886244
mnist_lenet_100,18,0.01792191435768262,0.3497733498401343
mnist_lenet_100,19,0.014319899244332494,0.3894368381673462
